Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Gustav Valsvik\482e9289,no NOR,DF,Strømsgodset,27,1993,28.8,1,1,0,19,17,1,3,74,36,,,1,Matches
Stefano Vecchia\023a32ea,se SWE,FWMF,Rosenborg,26,1995,13.9,0,0,0,20,33,1,29,0,12,,,0,Matches
Deyver Vega\29c0b088,cr CRC,FW,Sandefjord,28,1992,2.3,1,0,0,5,6,0,9,1,6,,,0,Matches
Kristoffer Velde\c5c1627c,no NOR,MFFW,Haugesund,21,1999,26.6,4,0,0,37,71,12,116,11,25,,,0,Matches
Niklas Vesterlund\3829be9f,dk DEN,MFDF,Tromsø,21,1999,15.2,2,0,0,15,6,1,26,15,21,,,0,Matches
Hugo Vetlesen\aa982b0f,no NOR,MFFW,Bodø/Glimt,20,2000,13,2,0,0,20,16,1,19,11,21,,,0,Matches
Viljar Vevatne\fc5656a1,no NOR,DF,Viking,26,1994,24.7,2,0,0,14,12,0,11,32,24,,,0,Matches
Lars-Christopher Vilsvik\35a43937,no NOR,DF,Strømsgodset,32,1988,25.1,1,0,0,33,13,4,173,64,47,,,0,Matches
Ibrahima Wadji\c844f6f9,sn SEN,FW,Haugesund,25,1995,10,1,0,0,14,13,10,6,3,3,,,0,Matches
Leopold Wahlstedt\9b26a433,se SWE,GK,Odd,21,1999,13,1,0,0,1,1,0,0,0,1,,,0,Matches
Conrad Wallem\443a4bb2,no NOR,FWMF,Odd,20,2000,17.1,3,0,0,29,23,0,27,14,21,,,0,Matches
Nikolas Walstad\7a877b93,no NOR,DFMF,Mjøndalen,23,1997,25.1,4,0,0,24,24,2,47,27,20,,,0,Matches
Simen Wangberg\8e9d6ae8,no NOR,DF,Stabæk,29,1991,21.2,4,0,0,16,18,2,0,27,19,,,0,Matches
Brice Wembangomo\c1851bfd,no NOR,DF,Sandefjord,24,1996,21.5,4,0,0,13,36,1,58,35,29,,,0,Matches
Victor Wernersson\0b4921f3,se SWE,DFMF,Stabæk,25,1995,10.1,2,0,0,10,10,1,30,14,9,,,0,Matches
Eirik Wichne\aed60196,no NOR,MF,Sarpsborg 08,23,1997,18.8,2,0,0,26,15,1,53,17,30,,,0,Matches
Rasmus Wiedesheim\e23db68b,se SWE,FW,Rosenborg,21,1999,5.6,0,0,0,5,1,4,8,5,11,,,0,Matches
Max Williamsen\a30f80de,no NOR,MFDF,Kristiansund,17,2003,2.8,0,0,0,4,2,0,4,1,3,,,1,Matches
Felix Winther\95857afb,dk DEN,MFFW,Tromsø,20,2000,4.4,1,0,0,6,6,0,6,5,13,,,0,Matches
Magnus Wolff Eikrem\3a770838,no NOR,MF,Molde,30,1990,17.9,2,0,0,4,4,1,126,9,5,,,0,Matches
Ruben Yttergård Jenssen\62e0b5c2,no NOR,MF,Tromsø,32,1988,29,3,0,0,24,22,0,22,44,33,,,0,Matches
Kristoffer Zachariassen\47dbe004,no NOR,MFFW,Rosenborg,26,1994,12,4,0,0,20,24,2,3,8,12,,,0,Matches
Rafik Zekhnini\1b62a7df,no NOR,MF,Molde,23,1998,5.9,0,0,0,20,6,1,5,7,8,,,0,Matches
Leonard Zuta\248be14f,mk MKD,DF,Vålerenga,28,1992,15.9,3,0,0,16,18,0,72,10,12,,,0,Matches
Magnar Ødegaard\4fb49fb1,no NOR,DFMF,Sarpsborg 08,27,1993,23.9,4,0,0,32,12,2,31,33,40,,,0,Matches
Arild Østbø\30263816,no NOR,GK,Viking,29,1991,13.8,1,0,0,0,3,0,0,0,0,,,0,Matches
Sivert Øverby\7edb0618,no NOR,DF,Mjøndalen,21,1999,2,0,0,0,4,1,0,1,5,6,,,0,Matches
Torgil Øwre Gjertsen\a8e53a43,no NOR,FWMF,Kristiansund,28,1992,21.2,3,0,0,21,36,2,135,18,23,,,0,Matches
Casper Øyvann\12dfd92a,no NOR,DF,Tromsø,21,1999,9,1,0,0,3,3,0,0,18,9,,,0,Matches
Valdimar Þór Ingimundarson\608f77ea,is ISL,MFFW,Strømsgodset,21,1999,4.5,2,0,0,8,4,1,7,5,2,,,0,Matches
